County,State,3/15~4/30,3/15~5/31
Franklin City,Virginia,12,3
Fredericksburg,Virginia,12,10
Galax,Virginia,12,10
Hampton,Virginia,9,2
Harrisonburg,Virginia,6,6
Hopewell,Virginia,12,10
Lexington,Virginia,12,10
Lynchburg,Virginia,10,8
Manassas,Virginia,10,1
Manassas Park,Virginia,4,1
Martinsville,Virginia,0,0
Newport News,Virginia,6,3
Norfolk,Virginia,10,2
Norton,Virginia,0,10
Petersburg,Virginia,10,3
Poquoson,Virginia,12,10
Portsmouth,Virginia,4,3
Radford,Virginia,12,10
Richmond City,Virginia,10,4
Roanoke City,Virginia,12,8
Salem,Virginia,12,8
Staunton,Virginia,12,10
Suffolk,Virginia,10,5
Virginia Beach,Virginia,10,2
Waynesboro,Virginia,12,10
Williamsburg,Virginia,6,1
Winchester,Virginia,12,8
Adams,Washington,12,10
Asotin,Washington,10,2
Benton,Washington,5,1
Chelan,Washington,6,1
Clallam,Washington,12,10
Clark,Washington,6,3
Columbia,Washington,3,10
Cowlitz,Washington,12,10
Douglas,Washington,8,2
Ferry,Washington,12,10
Franklin,Washington,6,5
Garfield,Washington,0,0
Grant,Washington,9,3
Grays Harbor,Washington,12,10
Island,Washington,4,2
Jefferson,Washington,12,10
King,Washington,5,6
Kitsap,Washington,10,9
Kittitas,Washington,10,8
Klickitat,Washington,4,2
Lewis,Washington,10,8
Lincoln,Washington,13,10
Mason,Washington,10,9
Okanogan,Washington,10,8
Pacific,Washington,12,9
Pend Oreille,Washington,12,10
Pierce,Washington,4,2
San Juan,Washington,12,10
Skagit,Washington,4,2
Skamania,Washington,12,10
Snohomish,Washington,6,5
Spokane,Washington,10,2
Stevens,Washington,10,8
Thurston,Washington,10,9
Wahkiakum,Washington,12,11
Walla Walla,Washington,12,8
Whatcom,Washington,6,2
Whitman,Washington,12,10
Yakima,Washington,5,1
Barbour,West Virginia,11,8
Berkeley,West Virginia,10,8
Boone,West Virginia,12,10
Braxton,West Virginia,12,10
Brooke,West Virginia,12,10
Cabell,West Virginia,12,10
Calhoun,West Virginia,0,0
Clay,West Virginia,0,0
Doddridge,West Virginia,0,0
Fayette,West Virginia,12,8
Gilmer,West Virginia,0,10
Grant,West Virginia,0,10
Greenbrier,West Virginia,12,10
Hampshire,West Virginia,10,2
Hancock,West Virginia,12,12
Hardy,West Virginia,12,12
Harrison,West Virginia,10,8
Jackson,West Virginia,6,5
Jefferson,West Virginia,10,8
Kanawha,West Virginia,10,2
Lewis,West Virginia,12,8
Lincoln,West Virginia,0,10
Logan,West Virginia,10,8
McDowell,West Virginia,12,10
Marion,West Virginia,9,8
Marshall,West Virginia,12,10
Mason,West Virginia,12,10
Mercer,West Virginia,12,10
Mineral,West Virginia,12,12
Mingo,West Virginia,0,2
Monongalia,West Virginia,10,2
Monroe,West Virginia,12,10
Morgan,West Virginia,12,10
Nicholas,West Virginia,12,8
Ohio,West Virginia,10,8
Pendleton,West Virginia,12,10
Pleasants,West Virginia,12,10
Pocahontas,West Virginia,0,10
Preston,West Virginia,12,12
Putnam,West Virginia,12,10
Raleigh,West Virginia,12,10
Randolph,West Virginia,12,10
Ritchie,West Virginia,0,0
Roane,West Virginia,12,10
Summers,West Virginia,0,10
Taylor,West Virginia,12,10
Tucker,West Virginia,12,10
Tyler,West Virginia,12,11
Upshur,West Virginia,12,10
Wayne,West Virginia,4,2
Webster,West Virginia,0,0
Wetzel,West Virginia,12,10
Wirt,West Virginia,12,10
Wood,West Virginia,10,8
Wyoming,West Virginia,12,10
Adams,Wisconsin,10,8
Ashland,Wisconsin,12,10
Barron,Wisconsin,12,10
Bayfield,Wisconsin,10,8
Brown,Wisconsin,8,2
Buffalo,Wisconsin,4,2
Burnett,Wisconsin,0,0
Calumet,Wisconsin,12,8
Chippewa,Wisconsin,12,10
Clark,Wisconsin,10,2
Columbia,Wisconsin,10,8
Crawford,Wisconsin,12,10
Dane,Wisconsin,10,2
Dodge,Wisconsin,10,2
Door,Wisconsin,10,3
Douglas,Wisconsin,12,10
Dunn,Wisconsin,12,10
Eau Claire,Wisconsin,12,10
Florence,Wisconsin,12,10
Fond du Lac,Wisconsin,9,2
Forest,Wisconsin,0,0
Grant,Wisconsin,6,3
Green,Wisconsin,12,10
Green Lake,Wisconsin,0,10
Iowa,Wisconsin,12,10
Iron,Wisconsin,6,2
Jackson,Wisconsin,10,2
Jefferson,Wisconsin,12,8
Juneau,Wisconsin,9,2
Kenosha,Wisconsin,4,3
Kewaunee,Wisconsin,4,3
La Crosse,Wisconsin,12,10
Lafayette,Wisconsin,12,10
Langlade,Wisconsin,0,0
Lincoln,Wisconsin,0,0
Manitowoc,Wisconsin,10,8
Marathon,Wisconsin,10,8
Marinette,Wisconsin,10,2
Marquette,Wisconsin,11,8
Menominee,Wisconsin,13,10
Milwaukee,Wisconsin,6,1
Monroe,Wisconsin,10,8
Oconto,Wisconsin,12,10
Oneida,Wisconsin,12,10
Outagamie,Wisconsin,10,2
Ozaukee,Wisconsin,4,3
Pepin,Wisconsin,0,0
Pierce,Wisconsin,12,10
Polk,Wisconsin,12,9
Portage,Wisconsin,12,10
Price,Wisconsin,13,10
Racine,Wisconsin,6,1
Richland,Wisconsin,10,2
Rock,Wisconsin,6,3
Rusk,Wisconsin,12,10
St. Croix,Wisconsin,12,10
Sauk,Wisconsin,6,3
Sawyer,Wisconsin,12,10
Shawano,Wisconsin,12,10
Sheboygan,Wisconsin,10,7
Taylor,Wisconsin,0,0
Trempealeau,Wisconsin,12,10
Vernon,Wisconsin,0,10
Vilas,Wisconsin,12,10
Walworth,Wisconsin,4,3
Washburn,Wisconsin,0,10
Washington,Wisconsin,10,2
Waukesha,Wisconsin,10,2
Waupaca,Wisconsin,6,1
Waushara,Wisconsin,12,10
Winnebago,Wisconsin,10,7
Wood,Wisconsin,12,12
Albany,Wyoming,12,10
Big Horn,Wyoming,0,10
Campbell,Wyoming,12,10
Carbon,Wyoming,12,10
Converse,Wyoming,12,10
Crook,Wyoming,12,10
Fremont,Wyoming,12,10
Goshen,Wyoming,12,10
Hot Springs,Wyoming,12,10
Johnson,Wyoming,4,2
Laramie,Wyoming,12,10
Lincoln,Wyoming,12,10
Natrona,Wyoming,12,10
Niobrara,Wyoming,12,10
Park,Wyoming,3,10
Platte,Wyoming,0,0
Sheridan,Wyoming,12,10
Sublette,Wyoming,12,10
Sweetwater,Wyoming,12,10
Teton,Wyoming,12,10
Uinta,Wyoming,12,10
Washakie,Wyoming,12,10
Weston,Wyoming,0,0
